keyword,title,brand,price,raw_price,rating,reviews,platform,position,delivery,discount_pct,price_range,visibility_score,link,thumbnail,data_source
office chair ergonomic,Puma office chair ergonomic Model 906,MI,23890.0,,3.7,2464,Reliance Digital,34,2 Days,0.0,High-End (15K-50K),0.15,,,csv
power bank fast charging,Puma power bank fast charging Model 949,Puma,87970.0,,4.8,1988,Amazon,51,Free Delivery,0.0,Luxury (50K+),0.0,,,csv
men running shoes,HP men running shoes Model 911,HP,9329.0,,4.5,418,Amazon,37,5 Days,0.0,Premium (5K-15K),0.075,,,csv
air fryer India,HP air fryer India Model 837,HP,20648.0,,3.8,866,Reliance Digital,33,5 Days,0.0,High-End (15K-50K),0.175,,,csv
power bank fast charging,LG power bank fast charging Model 340,LG,40436.0,,3.9,4359,Reliance Digital,52,2 Days,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Nike men running shoes Model 543,Nike,22100.5,,3.7,2416,Flipkart,38,5 Days,0.0,High-End (15K-50K),0.05,,,csv
microwave oven convection,Nike microwave oven convection Model 856,MI,27091.0,,4.1,277,Croma,42,5 Days,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Boat men running shoes Model 803,Boat,20987.0,,4.5,3826,Flipkart,39,2 Days,0.0,High-End (15K-50K),0.025,,,csv
power bank fast charging,Philips power bank fast charging Model 895,Philips,27079.5,,4.6,2596,Croma,53,2 Days,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,Nike office chair ergonomic Model 698,MI,18380.0,,3.1,1698,Reliance Digital,35,Free Delivery,0.0,High-End (15K-50K),0.125,,,csv
office chair ergonomic,Dell office chair ergonomic Model 875,Dell,32126.0,,3.2,3250,Reliance Digital,36,5 Days,0.0,High-End (15K-50K),0.1,,,csv
air fryer India,Philips air fryer India Model 596,Philips,21238.0,,4.8,2607,Flipkart,34,Free Delivery,0.0,High-End (15K-50K),0.15,,,csv
men running shoes,Boat men running shoes Model 933,Boat,22100.5,,3.7,4626,Reliance Digital,40,5 Days,0.0,High-End (15K-50K),0.0,,,csv
air fryer India,Samsung air fryer India Model 271,Samsung,23754.5,,3.0,2163,Reliance Digital,35,5 Days,0.0,High-End (15K-50K),0.125,,,csv
office chair ergonomic,HP office chair ergonomic Model 303,HP,1279.0,,4.9,4932,Amazon,37,2 Days,0.0,Economy (500-2K),0.075,,,csv
office chair ergonomic,Philips office chair ergonomic Model 477,Philips,10866.0,,3.7,4350,Croma,38,5 Days,0.0,Premium (5K-15K),0.05,,,csv
power bank fast charging,Philips power bank fast charging Model 642,Philips,28225.0,,4.6,2579,Reliance Digital,54,2 Days,0.0,High-End (15K-50K),0.0,,,csv
air fryer India,Nike air fryer India Model 718,Nike,29744.0,,4.3,767,Croma,36,5 Days,0.0,High-End (15K-50K),0.1,,,csv
men running shoes,Puma men running shoes Model 786,Puma,46190.0,,4.4,4850,Reliance Digital,41,2 Days,0.0,High-End (15K-50K),0.0,,,csv
air fryer India,Philips air fryer India Model 430,Philips,23754.5,,3.8,2842,Amazon,37,2 Days,0.0,High-End (15K-50K),0.075,,,csv
power bank fast charging,Puma power bank fast charging Model 482,Puma,45981.0,,4.7,4614,Croma,55,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
air fryer India,Samsung air fryer India Model 258,Samsung,23754.5,,3.4,1089,Croma,38,2 Days,0.0,High-End (15K-50K),0.05,,,csv
office chair ergonomic,Puma office chair ergonomic Model 101,MI,24312.0,,4.7,2219,Amazon,39,Free Delivery,0.0,High-End (15K-50K),0.025,,,csv
air fryer India,Philips air fryer India Model 969,Philips,34115.0,,3.7,2589,Reliance Digital,39,2 Days,0.0,High-End (15K-50K),0.025,,,csv
men running shoes,Puma men running shoes Model 582,Puma,28024.0,,3.7,80,Flipkart,42,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Puma men running shoes Model 698,Puma,10209.0,,4.2,1801,Reliance Digital,43,5 Days,0.0,Premium (5K-15K),0.0,,,csv
air fryer India,Samsung air fryer India Model 828,Samsung,46174.0,,3.8,996,Flipkart,40,2 Days,0.0,High-End (15K-50K),0.0,,,csv
power bank fast charging,Samsung power bank fast charging Model 560,Samsung,27079.5,,3.9,3606,Reliance Digital,56,5 Days,0.0,High-End (15K-50K),0.0,,,csv
power bank fast charging,Boat power bank fast charging Model 839,Boat,14552.0,,3.0,3900,Amazon,57,Free Delivery,0.0,Premium (5K-15K),0.0,,,csv
power bank fast charging,Boat power bank fast charging Model 674,Boat,37226.0,,4.0,240,Amazon,58,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,Dell microwave oven convection Model 467,Dell,2674.0,,4.7,1877,Amazon,43,2 Days,0.0,Mid-Range (2K-5K),0.0,,,csv
office chair ergonomic,LG office chair ergonomic Model 721,LG,29876.0,,4.9,2562,Croma,40,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,HP office chair ergonomic Model 674,HP,25437.0,,3.0,2042,Croma,41,2 Days,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,Samsung microwave oven convection Model 355,Samsung,19714.0,,2.5,658,Amazon,44,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,HP men running shoes Model 182,HP,47672.0,,3.9,0,Reliance Digital,44,2 Days,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,HP men running shoes Model 331,HP,29643.0,,4.6,359,Reliance Digital,45,2 Days,0.0,High-End (15K-50K),0.0,,,csv
power bank fast charging,Sony power bank fast charging Model 702,Sony,27079.5,,4.7,4883,Croma,59,5 Days,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,Boat office chair ergonomic Model 293,Boat,14351.0,,3.9,1098,Flipkart,42,5 Days,0.0,Premium (5K-15K),0.0,,,csv
air fryer India,Nike air fryer India Model 642,Nike,6086.0,,3.8,4274,Flipkart,41,5 Days,0.0,Premium (5K-15K),0.0,,,csv
air fryer India,HP air fryer India Model 311,HP,43097.0,,3.6,1168,Reliance Digital,42,2 Days,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,HP office chair ergonomic Model 929,HP,48052.0,,3.8,37,Croma,43,2 Days,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,Nike office chair ergonomic Model 400,MI,14284.0,,4.7,1381,Croma,44,Free Delivery,0.0,Premium (5K-15K),0.0,,,csv
men running shoes,Nike men running shoes Model 617,Nike,17198.0,,3.8,3865,Croma,46,5 Days,0.0,High-End (15K-50K),0.0,,,csv
power bank fast charging,HP power bank fast charging Model 745,HP,30753.0,,4.6,884,Reliance Digital,60,2 Days,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Philips men running shoes Model 827,Philips,22100.5,,2.7,2023,Flipkart,47,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,LG microwave oven convection Model 103,LG,45883.0,,4.5,1488,Flipkart,45,2 Days,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,Nike microwave oven convection Model 484,MI,35539.0,,3.8,461,Reliance Digital,46,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,Nike microwave oven convection Model 744,MI,14102.0,,3.3,355,Reliance Digital,47,Free Delivery,0.0,Premium (5K-15K),0.0,,,csv
power bank fast charging,HP power bank fast charging Model 251,HP,29650.0,,4.0,2211,Amazon,61,5 Days,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Philips men running shoes Model 830,Philips,37227.0,,3.2,2415,Flipkart,49,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Sony men running shoes Model 146,Sony,15396.0,,4.5,1884,Flipkart,50,5 Days,0.0,High-End (15K-50K),0.0,,,csv
power bank fast charging,Puma power bank fast charging Model 127,Puma,10720.0,,4.3,629,Reliance Digital,62,Free Delivery,0.0,Premium (5K-15K),0.0,,,csv
men running shoes,Samsung men running shoes Model 413,Samsung,14199.0,,3.9,4628,Reliance Digital,51,Free Delivery,0.0,Premium (5K-15K),0.0,,,csv
air fryer India,Samsung air fryer India Model 611,Samsung,3868.0,,2.7,4042,Croma,43,2 Days,0.0,Mid-Range (2K-5K),0.0,,,csv
power bank fast charging,LG power bank fast charging Model 130,LG,49897.0,,3.0,2424,Reliance Digital,63,5 Days,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,Nike office chair ergonomic Model 962,MI,24312.0,,4.6,2246,Flipkart,45,5 Days,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,Boat office chair ergonomic Model 306,Boat,33632.0,,3.7,803,Reliance Digital,46,2 Days,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,Boat microwave oven convection Model 962,Boat,13198.0,,4.3,3270,Amazon,48,2 Days,0.0,Premium (5K-15K),0.0,,,csv
microwave oven convection,Puma microwave oven convection Model 409,MI,19446.0,,3.8,2308,Croma,49,2 Days,0.0,High-End (15K-50K),0.0,,,csv
air fryer India,HP air fryer India Model 794,HP,27642.0,,4.9,22,Reliance Digital,44,5 Days,0.0,High-End (15K-50K),0.0,,,csv
power bank fast charging,Boat power bank fast charging Model 410,Boat,7209.0,,3.8,4713,Flipkart,64,Free Delivery,0.0,Premium (5K-15K),0.0,,,csv
microwave oven convection,Boat microwave oven convection Model 217,Boat,4482.0,,3.2,779,Croma,50,2 Days,0.0,Mid-Range (2K-5K),0.0,,,csv
power bank fast charging,LG power bank fast charging Model 610,LG,32170.0,,3.4,852,Reliance Digital,65,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
power bank fast charging,Samsung power bank fast charging Model 384,Samsung,11076.0,,4.4,2498,Amazon,66,Free Delivery,0.0,Premium (5K-15K),0.0,,,csv
air fryer India,Puma air fryer India Model 890,Puma,22607.0,,3.3,2977,Reliance Digital,45,2 Days,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,HP microwave oven convection Model 255,HP,150250.0,,4.8,644,Reliance Digital,51,Free Delivery,0.0,Luxury (50K+),0.0,,,csv
microwave oven convection,LG microwave oven convection Model 538,LG,23499.0,,4.3,3962,Reliance Digital,52,5 Days,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Nike men running shoes Model 445,Nike,6514.0,,3.1,3970,Amazon,52,Free Delivery,0.0,Premium (5K-15K),0.0,,,csv
power bank fast charging,Nike power bank fast charging Model 184,Nike,27079.5,,2.8,1599,Croma,67,2 Days,0.0,High-End (15K-50K),0.0,,,csv
power bank fast charging,Puma power bank fast charging Model 391,Puma,21690.0,,3.2,3331,Flipkart,68,2 Days,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,LG office chair ergonomic Model 994,LG,13287.0,,4.6,414,Croma,47,Free Delivery,0.0,Premium (5K-15K),0.0,,,csv
power bank fast charging,Philips power bank fast charging Model 285,Philips,27079.5,,3.0,2704,Amazon,69,5 Days,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,HP men running shoes Model 483,HP,383970.0,,3.3,4703,Amazon,53,2 Days,0.0,Luxury (50K+),0.0,,,csv
men running shoes,Boat men running shoes Model 963,Boat,1439.0,,3.7,2268,Reliance Digital,54,Free Delivery,0.0,Economy (500-2K),0.0,,,csv
air fryer India,Sony air fryer India Model 556,Sony,4039.0,,3.1,2150,Amazon,46,5 Days,0.0,Mid-Range (2K-5K),0.0,,,csv
microwave oven convection,Nike microwave oven convection Model 557,MI,26380.0,,4.7,3235,Flipkart,54,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,HP microwave oven convection Model 907,HP,38823.0,,3.2,214,Croma,55,2 Days,0.0,High-End (15K-50K),0.0,,,csv
air fryer India,Nike air fryer India Model 938,Nike,6967.0,,2.7,2732,Reliance Digital,47,5 Days,0.0,Premium (5K-15K),0.0,,,csv
microwave oven convection,Philips microwave oven convection Model 214,Philips,23499.0,,2.5,343,Reliance Digital,56,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,LG office chair ergonomic Model 506,LG,41093.0,,3.2,3648,Flipkart,48,5 Days,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Nike men running shoes Model 469,Nike,8496.0,,4.5,969,Croma,55,2 Days,0.0,Premium (5K-15K),0.0,,,csv
air fryer India,HP air fryer India Model 735,HP,6304.0,,3.9,3336,Amazon,48,5 Days,0.0,Premium (5K-15K),0.0,,,csv
men running shoes,Samsung men running shoes Model 267,Samsung,27684.0,,4.4,2165,Flipkart,56,5 Days,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,LG men running shoes Model 927,LG,10893.0,,3.7,3220,Flipkart,57,Free Delivery,0.0,Premium (5K-15K),0.0,,,csv
air fryer India,Boat air fryer India Model 822,Boat,317150.0,,3.8,912,Reliance Digital,49,2 Days,0.0,Luxury (50K+),0.0,,,csv
power bank fast charging,Boat power bank fast charging Model 237,Boat,40605.0,,4.1,4794,Reliance Digital,70,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Samsung men running shoes Model 400,Samsung,49074.0,,3.4,3514,Reliance Digital,58,2 Days,0.0,High-End (15K-50K),0.0,,,csv
air fryer India,Sony air fryer India Model 728,Sony,40235.0,,4.9,1832,Croma,50,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,Boat office chair ergonomic Model 324,Boat,383970.0,,4.1,3258,Amazon,49,Free Delivery,0.0,Luxury (50K+),0.0,,,csv
microwave oven convection,Puma microwave oven convection Model 672,MI,32574.0,,3.8,4159,Reliance Digital,57,2 Days,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,LG office chair ergonomic Model 906,LG,47981.0,,3.7,4032,Flipkart,50,5 Days,0.0,High-End (15K-50K),0.0,,,csv
air fryer India,Nike air fryer India Model 478,Nike,18795.0,,4.7,4940,Reliance Digital,51,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,Puma office chair ergonomic Model 268,MI,19653.0,,3.7,2571,Amazon,51,5 Days,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,Philips microwave oven convection Model 749,Philips,12002.0,,4.2,1195,Flipkart,58,2 Days,0.0,Premium (5K-15K),0.0,,,csv
microwave oven convection,Puma microwave oven convection Model 481,MI,35873.0,,3.1,4742,Amazon,59,5 Days,0.0,High-End (15K-50K),0.0,,,csv
power bank fast charging,LG power bank fast charging Model 622,LG,13442.0,,4.9,2243,Amazon,71,5 Days,0.0,Premium (5K-15K),0.0,,,csv
microwave oven convection,LG microwave oven convection Model 140,LG,48117.0,,2.7,1141,Flipkart,60,5 Days,0.0,High-End (15K-50K),0.0,,,csv
air fryer India,Philips air fryer India Model 646,Philips,11773.0,,4.6,2746,Croma,52,Free Delivery,0.0,Premium (5K-15K),0.0,,,csv
office chair ergonomic,Puma office chair ergonomic Model 799,MI,7517.0,,3.7,2856,Croma,52,2 Days,0.0,Premium (5K-15K),0.0,,,csv
power bank fast charging,Sony power bank fast charging Model 905,Sony,21605.0,,3.2,4282,Flipkart,72,5 Days,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,LG men running shoes Model 336,LG,10645.0,,2.6,1588,Amazon,59,2 Days,0.0,Premium (5K-15K),0.0,,,csv
microwave oven convection,HP microwave oven convection Model 797,HP,23499.0,,4.1,3378,Amazon,61,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,Sony office chair ergonomic Model 805,Sony,33876.0,,4.2,4729,Flipkart,53,2 Days,0.0,High-End (15K-50K),0.0,,,csv
air fryer India,Sony air fryer India Model 387,Sony,23754.5,,3.4,3668,Flipkart,53,2 Days,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,LG microwave oven convection Model 265,LG,36060.0,,2.7,1104,Amazon,62,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Boat men running shoes Model 103,Boat,11594.0,,3.9,3659,Amazon,60,5 Days,0.0,Premium (5K-15K),0.0,,,csv
microwave oven convection,LG microwave oven convection Model 421,LG,1377.0,,5.0,1203,Reliance Digital,63,Free Delivery,0.0,Economy (500-2K),0.0,,,csv
power bank fast charging,Sony power bank fast charging Model 720,Sony,8143.0,,5.0,1895,Amazon,73,2 Days,0.0,Premium (5K-15K),0.0,,,csv
power bank fast charging,HP power bank fast charging Model 730,HP,8200.0,,2.7,633,Flipkart,74,5 Days,0.0,Premium (5K-15K),0.0,,,csv
microwave oven convection,Boat microwave oven convection Model 912,Boat,14301.0,,3.4,3397,Croma,64,5 Days,0.0,Premium (5K-15K),0.0,,,csv
air fryer India,Philips air fryer India Model 480,Philips,48641.0,,3.4,436,Flipkart,54,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,Samsung office chair ergonomic Model 401,Samsung,17691.0,,4.1,4739,Flipkart,54,2 Days,0.0,High-End (15K-50K),0.0,,,csv
air fryer India,HP air fryer India Model 467,HP,24241.0,,3.6,2577,Croma,55,5 Days,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,Philips microwave oven convection Model 811,Philips,40899.0,,3.1,4061,Croma,65,5 Days,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,HP office chair ergonomic Model 686,HP,40569.0,,4.9,2457,Amazon,55,2 Days,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Samsung men running shoes Model 708,Samsung,44224.0,,3.7,4643,Reliance Digital,61,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
air fryer India,Sony air fryer India Model 785,Sony,23754.5,,2.8,460,Amazon,56,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,Dell microwave oven convection Model 732,Dell,22414.0,,4.5,4065,Flipkart,66,2 Days,0.0,High-End (15K-50K),0.0,,,csv
air fryer India,Philips air fryer India Model 717,Philips,21851.0,,4.4,1283,Reliance Digital,57,2 Days,0.0,High-End (15K-50K),0.0,,,csv
air fryer India,Philips air fryer India Model 486,Philips,32783.0,,3.0,3444,Reliance Digital,58,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Samsung men running shoes Model 420,Samsung,25585.0,,4.4,382,Reliance Digital,62,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,HP men running shoes Model 244,HP,27366.0,,4.7,171,Amazon,63,5 Days,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,Samsung office chair ergonomic Model 268,Samsung,24312.0,,3.8,1147,Reliance Digital,56,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Boat men running shoes Model 359,Boat,22100.5,,3.6,4967,Croma,64,2 Days,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,Sony office chair ergonomic Model 515,Sony,28389.0,,4.6,685,Croma,57,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,Philips office chair ergonomic Model 257,Philips,17699.0,,2.6,1407,Flipkart,58,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,Dell microwave oven convection Model 900,Dell,36248.0,,2.9,3267,Flipkart,67,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Dell men running shoes Model 531,Dell,7064.0,,4.9,2725,Reliance Digital,65,2 Days,0.0,Premium (5K-15K),0.0,,,csv
men running shoes,HP men running shoes Model 526,HP,45586.0,,3.7,483,Reliance Digital,66,2 Days,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Puma men running shoes Model 666,Puma,23630.0,,3.4,982,Flipkart,69,5 Days,0.0,High-End (15K-50K),0.0,,,csv
air fryer India,Sony air fryer India Model 991,Sony,7436.0,,4.9,1081,Flipkart,59,Free Delivery,0.0,Premium (5K-15K),0.0,,,csv
power bank fast charging,Boat power bank fast charging Model 457,Boat,18723.0,,3.9,3760,Amazon,75,2 Days,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Nike men running shoes Model 985,Nike,5261.0,,4.0,947,Reliance Digital,70,2 Days,0.0,Premium (5K-15K),0.0,,,csv
office chair ergonomic,Philips office chair ergonomic Model 290,Philips,12568.0,,3.3,1037,Amazon,59,Free Delivery,0.0,Premium (5K-15K),0.0,,,csv
office chair ergonomic,Samsung office chair ergonomic Model 945,Samsung,24312.0,,3.0,3165,Amazon,60,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
power bank fast charging,Boat power bank fast charging Model 929,Boat,27079.5,,2.7,1299,Flipkart,76,2 Days,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,HP microwave oven convection Model 705,HP,21357.0,,4.3,1751,Amazon,68,2 Days,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,LG microwave oven convection Model 704,LG,23499.0,,2.6,4942,Flipkart,69,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Samsung men running shoes Model 751,Samsung,49670.0,,4.6,900,Reliance Digital,71,2 Days,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,LG men running shoes Model 786,LG,22100.5,,3.1,3910,Croma,72,2 Days,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,Dell office chair ergonomic Model 101,Dell,24312.0,,3.0,3442,Reliance Digital,61,2 Days,0.0,High-End (15K-50K),0.0,,,csv
air fryer India,Dell air fryer India Model 609,Dell,23754.5,,3.8,862,Reliance Digital,60,2 Days,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,LG microwave oven convection Model 443,LG,11089.0,,4.4,3882,Amazon,70,2 Days,0.0,Premium (5K-15K),0.0,,,csv
microwave oven convection,Dell microwave oven convection Model 722,Dell,25560.0,,4.3,844,Reliance Digital,71,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Philips men running shoes Model 308,Philips,42168.0,,3.6,667,Reliance Digital,73,5 Days,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Philips men running shoes Model 169,Philips,45637.0,,3.1,3481,Amazon,74,5 Days,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,HP office chair ergonomic Model 913,HP,15034.0,,3.3,3503,Reliance Digital,62,5 Days,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,Philips office chair ergonomic Model 989,Philips,8904.0,,3.0,3739,Amazon,63,2 Days,0.0,Premium (5K-15K),0.0,,,csv
office chair ergonomic,Puma office chair ergonomic Model 321,MI,44831.0,,4.3,4897,Flipkart,64,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
power bank fast charging,HP power bank fast charging Model 100,HP,9092.0,,3.8,811,Croma,77,Free Delivery,0.0,Premium (5K-15K),0.0,,,csv
power bank fast charging,HP power bank fast charging Model 956,HP,49324.0,,4.9,4798,Amazon,78,5 Days,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,HP office chair ergonomic Model 726,HP,49015.0,,2.9,3373,Reliance Digital,65,5 Days,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,Samsung microwave oven convection Model 999,Samsung,12362.0,,3.6,3512,Croma,72,5 Days,0.0,Premium (5K-15K),0.0,,,csv
men running shoes,Dell men running shoes Model 938,Dell,18469.0,,3.7,3920,Amazon,75,5 Days,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Boat men running shoes Model 821,Boat,11806.0,,3.7,3346,Amazon,76,2 Days,0.0,Premium (5K-15K),0.0,,,csv
microwave oven convection,Sony microwave oven convection Model 983,Sony,9278.0,,3.2,937,Amazon,73,Free Delivery,0.0,Premium (5K-15K),0.0,,,csv
power bank fast charging,Samsung power bank fast charging Model 567,Samsung,2958.0,,4.1,4103,Croma,79,2 Days,0.0,Mid-Range (2K-5K),0.0,,,csv
office chair ergonomic,HP office chair ergonomic Model 586,HP,3054.0,,3.7,2790,Reliance Digital,66,2 Days,0.0,Mid-Range (2K-5K),0.0,,,csv
men running shoes,LG men running shoes Model 131,LG,43158.0,,4.2,184,Flipkart,77,2 Days,0.0,High-End (15K-50K),0.0,,,csv
power bank fast charging,Samsung power bank fast charging Model 205,Samsung,86400.0,,3.9,2729,Flipkart,80,5 Days,0.0,Luxury (50K+),0.0,,,csv
microwave oven convection,LG microwave oven convection Model 469,LG,23503.0,,3.7,712,Reliance Digital,74,2 Days,0.0,High-End (15K-50K),0.0,,,csv
power bank fast charging,Puma power bank fast charging Model 586,Puma,7191.0,,3.9,1373,Croma,81,2 Days,0.0,Premium (5K-15K),0.0,,,csv
men running shoes,Nike men running shoes Model 359,Nike,14330.0,,3.9,4643,Amazon,78,Free Delivery,0.0,Premium (5K-15K),0.0,,,csv
air fryer India,Boat air fryer India Model 311,Boat,36987.0,,4.2,1543,Amazon,61,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
air fryer India,HP air fryer India Model 211,HP,39993.0,,3.8,149,Amazon,62,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Puma men running shoes Model 305,Puma,49243.0,,3.5,515,Croma,79,2 Days,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,Boat microwave oven convection Model 453,Boat,44884.0,,4.0,122,Flipkart,75,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,HP microwave oven convection Model 472,HP,42957.0,,3.2,3026,Croma,76,5 Days,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,Dell microwave oven convection Model 838,Dell,383970.0,,2.8,2066,Reliance Digital,77,5 Days,0.0,Luxury (50K+),0.0,,,csv
power bank fast charging,Sony power bank fast charging Model 509,Sony,38591.0,,2.7,969,Reliance Digital,82,5 Days,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,Sony microwave oven convection Model 848,Sony,9020.0,,3.0,1410,Amazon,78,2 Days,0.0,Premium (5K-15K),0.0,,,csv
power bank fast charging,Philips power bank fast charging Model 190,Philips,38421.0,,3.9,234,Flipkart,83,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,LG men running shoes Model 449,LG,15824.0,,2.9,2382,Reliance Digital,80,2 Days,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,Philips office chair ergonomic Model 887,Philips,9713.0,,3.7,3026,Flipkart,67,2 Days,0.0,Premium (5K-15K),0.0,,,csv
men running shoes,Nike men running shoes Model 850,Nike,38043.0,,3.3,2625,Flipkart,81,2 Days,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,Nike office chair ergonomic Model 830,MI,22701.0,,4.6,868,Amazon,68,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Samsung men running shoes Model 677,Samsung,31281.0,,3.2,1859,Amazon,82,5 Days,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,Samsung microwave oven convection Model 830,Samsung,39906.0,,3.7,2247,Reliance Digital,79,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
power bank fast charging,Nike power bank fast charging Model 406,Nike,383970.0,,3.9,3636,Reliance Digital,84,Free Delivery,0.0,Luxury (50K+),0.0,,,csv
air fryer India,Puma air fryer India Model 297,Puma,15008.0,,4.6,3256,Croma,63,5 Days,0.0,High-End (15K-50K),0.0,,,csv
microwave oven convection,Philips microwave oven convection Model 423,Philips,15450.0,,3.5,2281,Croma,80,2 Days,0.0,High-End (15K-50K),0.0,,,csv
power bank fast charging,Dell power bank fast charging Model 417,Dell,27079.5,,3.5,1552,Flipkart,85,Free Delivery,0.0,High-End (15K-50K),0.0,,,csv
office chair ergonomic,Dell office chair ergonomic Model 787,Dell,40869.0,,3.4,141,Reliance Digital,69,5 Days,0.0,High-End (15K-50K),0.0,,,csv
power bank fast charging,Philips power bank fast charging Model 149,Philips,4795.0,,4.1,942,Croma,86,2 Days,0.0,Mid-Range (2K-5K),0.0,,,csv
power bank fast charging,Philips power bank fast charging Model 528,Philips,27079.5,,2.6,3719,Amazon,87,5 Days,0.0,High-End (15K-50K),0.0,,,csv
men running shoes,Nike men running shoes Model 733,Nike,71900.0,,4.1,4924,Flipkart,83,Free Delivery,0.0,Luxury (50K+),0.0,,,csv
